Pathways	IS013	IS014	IS015	IS016	IS017	IS018	IS019	IS020	IS021	IS023	IS024	IS025	IS026	IS028	IS029	IS030	IS033	IS035	IS036	IS039	IS043	IS044	IS045	IS047	IS180	IS181	IS182	IS183	IS185	IS186	IS187	IS188	IS189	IS190	IS191	IS192	IS193	IS195	IS196	IS197	IS199	IS200	IS201	IS203	IS204	IS205	IS206	IS207	IS208	IS209	IS210
PWY-7483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1409	0.0	0.0	0.0	0.0	0.0003	0.0001	0.0	0.0	0.0	0.0
PWY-7527	0.0	0.4079	0.0	0.0	0.0	0.0	0.0	0.0	41.2354	0.0	0.0	0.0	10.9191	0.6733	0.0	0.0	0.0124	4.2424	1.3888	27.0431	0.1002	0.0	0.0	0.0	0.0	0.0	0.0	6.7174	0.0	0.0	1.1558	0.0	40.9363	10.6879	6.0309	15.3477	0.0	2.7454	0.0672	0.3063	1.907	0.6096	0.0	415.0199	0.0	0.4765	0.8115	0.9341	0.0	10.9405	1.4347
PWY-7528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.6353	0.0003	8.7201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5668	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3006	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0886	0.0	9.6254	0.5615
PWY-7539	9831.4612	5036.5171	17965.3641	43375.1843	25765.7227	6951.8106	4015.8422	401.6169	34851.4391	15595.0674	37254.053	8460.0483	9302.3328	19459.9503	6270.5211	14507.4642	3740.9222	14897.6425	14083.7678	9244.8151	10034.1089	4850.5997	5846.9745	3459.6943	987.4074	22171.5587	16293.8309	14635.0651	4219.6128	6227.1382	1453.8257	2825.1687	7220.2578	24142.2726	2783.8628	3962.1286	10733.3345	9131.0165	6693.5023	4332.7572	5427.9501	3584.7634	18973.357	3660.3137	358.4021	837.7803	985.6455	252.5407	405.0655	7043.6452	9609.4713
PWY-7560	7974.3555	2339.2353	11171.3582	36105.0732	23580.6854	3869.5712	2422.9379	336.0417	24335.0387	12118.7642	28943.1335	7194.8026	7481.9248	14899.6919	5132.4525	9274.8121	1857.8501	9226.6624	9392.2182	7639.2824	8437.7604	2205.6068	2713.3936	2366.6595	1252.1893	14776.9783	9711.5644	9669.1114	2335.9038	3708.9983	977.845	2219.189	3808.0878	26661.6462	1121.9791	2507.2369	8273.1562	7290.5221	3414.2429	1656.7674	2381.6154	800.7462	10556.2015	2905.6726	277.9377	599.7086	848.7935	218.8255	377.2571	6573.2709	9007.0177
PWY-7616	4.5861	8.7205	17.5885	34.5205	0.286	1.7337	0.0701	4.8778	764.1499	4.6272	7.0375	11.9161	25.0492	70.5397	83.9761	6.2969	27.337	18.5735	19.8277	25.4172	32.364	35.6873	13.3036	50.7787	54.7306	0.0	17.4613	47.0319	46.0366	13.4113	128.5712	11.0982	13.3274	7.1965	59.9871	13.5132	0.0	32.5794	31.4898	75.8211	18.1099	5.1538	0.0009	185.483	9.1892	24.9192	2.412	4.0419	7.0406	76.1965	23.0361
PWY-7644	0.3602	0.0	0.0	0.0	0.0	0.2567	0.0922	0.0	1.73	0.0	0.0972	0.0115	0.0	0.0064	0.1279	0.0	0.0	11.8199	0.0311	30.6495	0.0	0.0	8.2962	0.0	0.0	0.0	0.0	0.473	3.5707	0.0	0.0096	0.0	0.0002	0.0	0.0	1.084	0.0	0.0	0.0	0.0892	2.2561	0.3451	0.1709	1.2003	0.0	0.0	0.0534	0.7687	11.4633	0.7763	10.2058
PWY-7663	17819.3477	22234.7857	26652.567	68067.908	38055.9092	12292.9273	8983.5941	809.8002	54245.1078	26624.2264	62602.5228	11785.1935	11948.0457	33620.584	10579.4469	28738.2958	15280.0523	24753.2353	33540.277	15982.0939	19113.5245	17686.8473	21986.1696	4442.0598	1896.0357	34918.9263	30589.7101	29207.3708	15225.8473	18915.5145	2381.2415	9039.4797	15552.0164	32657.1998	13356.547	8436.7464	17344.343	16789.1744	23593.1511	16829.5256	29845.8334	21671.6005	26546.7177	5297.4415	692.9727	1335.8531	1566.176	553.4828	757.0155	9840.3498	13773.2061
PWY-7664	6069.3003	8080.9926	20559.7997	52273.2472	29380.5435	2179.1472	3865.1773	458.1786	41809.2711	3287.8051	42985.2836	10409.533	10949.1092	28869.8297	5935.555	19593.0501	416.2766	5010.4002	22047.455	6876.1345	7859.691	6490.0143	7221.2751	2650.0505	1396.0662	2418.8534	9548.1774	21809.0476	2678.1754	11387.9153	1415.6422	1256.2607	5170.8918	20709.6939	1213.8821	2832.4341	10352.8039	7349.2831	1584.1932	4230.0832	9938.449	984.7678	1289.4201	2291.2789	388.9857	695.8498	1024.0467	348.7648	584.4974	5168.5611	7211.1577
PWY-841	15038.9238	18586.8158	22671.071	49614.7962	25373.4549	11091.3218	7422.5671	574.655	41755.5688	19067.1898	44913.8842	10054.1643	10142.2497	24372.1123	8084.287	23291.5805	13011.2734	20362.9631	25337.2317	11710.0395	15202.9383	14367.3262	17666.9808	4129.1606	1305.2156	29848.9631	25019.193	23591.481	12298.386	14715.2785	2025.6319	6998.5721	13201.2032	20799.3975	10951.4256	7012.4316	12122.2381	12923.7754	18717.4435	14010.6036	23455.2791	18004.4168	25588.9343	3795.5908	503.158	1223.1679	1180.9804	379.2472	521.7167	6967.708	10061.3669
PWY-922	9327.5729	16455.6547	12824.3747	13251.0947	8249.5271	7261.7732	5459.5368	309.6411	20253.1042	9007.0761	16737.2451	2820.566	3460.3016	9896.3309	4512.6568	15926.128	13785.5594	12332.4306	16116.5366	5399.7029	7268.0235	11588.0915	14273.8392	1958.2531	187.4568	16140.2317	16559.7214	15532.0321	9911.9654	10627.8489	1168.2	8476.1556	9640.0782	11328.1	9493.8462	5130.9247	5253.0207	7415.6971	14869.2575	12149.6785	19431.4952	15867.3538	13955.8044	1814.1102	248.0025	720.8968	572.4581	194.1171	225.8334	2920.7924	3149.0793
PWY0-1061	13357.3338	19230.3141	24353.4021	34494.4221	14285.039	11131.854	7349.7928	510.1345	32989.5305	11443.9411	32919.105	8872.2349	9644.7792	22184.0158	7679.9438	23625.4403	13441.3265	18467.1598	25380.1843	8740.3822	12880.7102	15455.0631	18941.6493	4095.1581	1133.991	27303.5219	25065.1905	23985.7335	12729.3657	15451.5881	1140.409	4352.9898	13708.732	16125.1123	11757.9503	6866.2579	10234.602	11212.6081	19731.1344	15111.6396	25596.7706	19751.2775	24022.653	1889.8941	489.1102	1204.9918	1002.3957	354.4831	468.8186	5035.7808	6747.5173
PWY0-1241	1223.1428	1323.1829	5297.2514	26652.2132	9876.9186	806.7349	841.7014	85.0388	9357.7006	7555.337	20127.8723	4422.6074	4223.1287	11327.4282	1304.1165	4502.2356	886.188	4873.4376	5339.6062	3559.4617	4066.9771	988.3326	1193.1624	531.3194	252.7553	6480.3131	2790.2389	5859.4711	708.8741	2426.909	355.3406	924.3914	945.6478	3777.039	274.8652	799.8297	3723.3467	2210.1482	1838.9191	487.6602	1878.5873	68.8382	4058.9318	728.6765	127.1695	78.3383	210.6121	40.4784	74.5474	1550.7816	2654.3942
PWY0-1261	2854.4354	2442.012	9445.4235	28039.0737	16643.7688	1322.3352	2148.7875	407.4175	22687.6876	1086.8487	23294.394	6462.2286	6467.7211	15533.289	3959.6345	9653.6614	420.8871	4758.6252	9775.3267	3860.3602	3547.5359	2530.6043	2929.9146	1638.1476	1297.604	308.9923	2503.9741	11282.1683	1257.5268	3747.8112	1781.4396	2103.0344	3199.5491	9799.7103	997.6586	1735.3353	5025.7584	2126.5704	2411.1067	1660.0736	3184.5991	426.9301	977.721	1862.1846	346.6717	467.6842	527.8041	271.0936	382.0157	5414.3162	2402.7168
PWY0-1277	1.2699	5.5369	6.9508	141.964	1.4206	4.9846	0.7917	7.7984	158.2621	1.2013	27.6726	1.388	35.6889	126.2583	22.7246	13.9545	2.5357	27.669	29.1685	4.7052	6.9634	4.4252	0.1795	18.3289	144.0868	5.0617	11.3857	33.0141	33.2674	11.314	194.9679	53.8948	0.0582	6.886	25.0753	19.5	0.0	13.6202	2.8091	13.4276	12.6868	1.9663	1.1437	116.7426	5.4087	18.956	6.3099	0.1924	26.9195	47.921	70.3884
PWY0-1296	12728.3793	20112.053	17634.6483	32721.8203	19163.5665	10833.8211	7430.848	449.3951	28152.8224	12421.7346	34501.853	6024.8193	6099.2868	17445.4177	6851.3118	21132.2659	14153.4696	18072.5632	25232.388	10273.6881	13063.5682	16851.8972	20630.7686	2938.1158	869.1292	25716.2719	25479.3401	18398.0725	14176.4893	16140.1257	1601.0104	4547.3205	13628.0414	15408.8442	13431.0422	7047.7091	9684.7356	11070.0503	22300.568	16319.5048	28754.9107	22682.2903	20457.1514	3262.5886	404.9116	987.7106	929.3708	336.8279	401.0358	3591.5671	7177.4011
PWY0-1297	12067.6423	18698.3055	16632.9824	19390.3938	15043.63	9632.1712	6813.9	424.1144	25894.2799	11051.5655	25556.7293	4855.4377	5524.1324	15281.1552	6238.3432	19681.7748	13984.6068	16051.3082	22653.9399	8304.3559	11049.7867	15008.3098	18461.4869	2720.1544	974.0784	22077.4404	22661.5069	18112.5047	12690.3243	14383.4294	1607.8766	5537.2219	12152.9587	16240.2826	11918.5868	6454.5776	8411.4426	10202.2003	19791.4226	14700.5192	25471.239	20026.398	18334.1013	2792.0319	382.8744	908.1706	858.5838	310.6958	373.6967	3734.5636	5582.1735
PWY0-1298	11637.5164	17308.8509	16286.3648	30838.6345	16690.3815	8475.7828	6367.3063	412.29	24681.9959	13702.1647	31907.4684	5521.7125	5381.7528	15290.83	5764.6234	18879.6485	12056.4145	15421.9956	20394.6463	8877.5786	11154.7633	12910.2231	16107.4183	2575.2147	808.2492	21569.8221	20079.108	19078.0915	11162.3517	12684.7469	1454.1215	4674.526	10612.3502	15935.4397	10170.1235	5984.0154	8812.5293	9588.2633	17176.3806	12973.3639	21799.9909	17083.5853	16817.1725	2927.4784	362.6424	846.0748	845.1086	291.9458	379.7767	5154.1195	6528.1089
PWY0-1319	17910.0396	22422.0154	30325.7946	60451.4626	32190.5467	12611.9186	8770.7909	700.0178	50533.2066	21808.2816	52679.687	12201.8074	13379.0407	29559.4338	10084.9191	29072.1428	17259.9939	23919.4447	29113.2667	13601.5367	16752.8634	16291.698	20092.6481	5010.8677	1643.8289	34201.2592	28880.6377	30462.707	13844.6096	16956.5322	2332.2194	11065.0374	15008.3832	36124.7824	12135.8958	8494.1319	13870.3987	15178.6695	20830.0333	16269.0842	25939.5599	20263.2033	29036.1868	4610.9848	566.4512	1408.3792	1406.2556	451.6515	678.065	9204.4695	11637.9099
PWY0-1338	6.1798	6.2589	5.7353	0.0	0.0	4.3306	7.4083	10.0614	18.4262	0.233	0.2878	26.2172	18.8403	7.4096	8.4819	2.0142	4.6079	73.0571	17.7839	48.4198	33.4344	35.8808	9.2478	16.1495	122.9299	5.9443	27.533	34.2923	20.3419	6.6852	238.8788	78.1957	37.8567	67.1834	10.1406	23.0932	315.0967	12.3059	218.6509	32.5469	33.3433	6.5591	4.2072	45.698	36.0031	19.2691	13.8748	7.8956	6.2403	40.9718	2.6949
PWY0-1415	551.7369	1224.4231	6133.792	22053.1819	5489.5444	948.2778	650.0392	113.9418	5432.5541	2032.6345	16701.4354	4268.0043	4301.6523	9263.1323	1066.291	4555.8016	103.252	936.4555	5124.145	2296.9953	1489.0451	1103.5392	832.0539	572.3015	514.7622	1853.1186	1169.7736	2972.9338	131.0494	2252.1004	699.5702	444.1931	843.4822	1663.1766	307.6537	786.9298	1343.4182	210.0126	932.1092	646.9831	408.2867	152.4089	487.6287	915.7085	171.5617	219.1531	175.8371	83.4684	108.8058	1554.276	800.3779
PWY0-1479	1942.6209	2237.7665	11394.5815	25939.7977	8568.8028	1050.774	1457.6289	190.944	15466.3641	104.6197	17644.6495	5829.9581	6136.3182	12595.8219	1992.384	7611.5201	180.2438	3039.4942	7059.541	2562.0618	2439.63	2061.4384	2278.4934	1509.4942	747.7754	158.7251	2322.1703	9780.3795	600.5225	3648.9091	578.8162	785.4162	2154.2826	1335.8298	557.3005	1271.777	3493.6543	1235.5044	1887.6819	1449.9856	3016.2436	626.2318	253.7654	765.0512	224.2382	372.4938	301.9474	127.0137	209.3984	2427.0117	1027.2778
PWY0-1533	165.0884	35.7834	23.1731	352.5152	24.5263	14.4445	72.4021	33.0817	242.2786	50.6898	84.7579	51.2407	95.9828	313.3298	52.8343	17.8923	20.1192	165.248	96.7811	203.8163	42.6789	87.0836	39.1395	177.0075	281.4537	16.0918	46.0981	117.9469	40.9625	29.9774	200.1785	157.8514	78.9445	358.6772	40.5355	64.3946	479.6739	162.9254	270.8395	48.7752	43.2689	12.6916	6.7276	354.3988	61.0606	32.0274	60.4272	33.0155	4.961	126.3948	53.8003
PWY0-1586	16768.6138	20864.2076	27639.8876	33809.2505	18701.1911	13559.3783	8006.919	564.4226	27045.8797	14505.2164	35958.8366	9415.4959	10408.0333	23349.3187	7498.9462	24691.8879	19707.6475	22714.8336	29836.804	9670.6784	12886.8484	19417.0947	23078.2817	4477.9886	869.6562	30345.4817	29279.5803	23984.4218	15477.0993	19327.4312	1428.4719	11617.8348	15241.4106	25420.3539	14986.2604	7667.2401	10543.1746	12850.5725	24760.0709	17728.2438	32745.9692	24910.1973	29410.2015	3485.6134	486.9114	1412.7757	1003.8828	370.2239	447.6221	4490.6099	7264.638
PWY0-162	14221.4508	15481.6085	19930.66	45338.7889	23725.1999	8707.5236	6346.3669	557.2823	39138.0197	18937.1559	40292.4147	8753.4611	8845.3325	20890.9508	6996.2463	20506.6587	12614.4191	19323.8406	20236.4602	10686.8389	12711.0923	9577.4174	12246.193	3716.2493	1292.5773	28290.7774	20657.0687	20843.5697	9345.4255	10734.5409	2012.0932	7754.2138	10334.4954	19776.6394	6910.3631	6271.5784	11441.8378	11541.7937	13442.0223	10125.4506	14081.1831	10699.2513	23216.6441	3589.0181	476.9768	1079.043	1078.6914	351.2418	485.0886	6247.514	9556.0044
PWY0-166	13650.4988	17146.4565	20779.5837	44321.6662	20612.5523	10284.1951	6813.7054	478.2791	35732.5799	17856.3111	40991.7305	9015.3189	9039.367	22706.3565	7312.1271	21343.2414	14051.5656	19322.911	23955.6756	10305.9196	14111.5105	13896.0845	16967.2869	3697.5361	1018.5736	27170.359	23360.2367	21444.2564	11728.8191	14190.3712	1677.0836	7528.0512	12296.5161	18502.8126	10655.0502	6379.6559	10785.9396	11847.3042	18110.124	13290.9332	23016.3722	17529.4968	23957.6399	2954.7716	438.1546	1075.5264	1033.9862	328.4018	440.1577	6017.6731	8674.359
PWY0-321	8.1155	23.3068	28.757	2.8597	0.0	10.2544	23.2168	32.7202	53.7429	9.0518	0.0	46.7619	55.9442	15.1116	25.9128	11.3716	13.3067	139.0354	39.6562	106.5362	59.0643	61.228	30.6678	59.4149	225.3256	8.3779	54.2777	75.3528	21.5018	11.442	264.5782	134.8575	87.5369	101.4072	55.9001	55.3822	419.2545	27.0477	313.5824	49.5854	58.3573	12.9262	12.4594	242.8847	83.5706	50.2833	22.9997	15.7388	10.2831	99.423	32.5728
PWY0-41	105.8659	4.808	77.9557	14.7357	37.4078	13.6549	48.3798	15.2016	471.2417	44.0327	211.8669	28.5595	54.931	31.3792	36.316	65.7322	6.6233	60.836	15.0832	91.647	30.8271	26.1267	30.9936	61.732	12.0786	0.0043	17.8406	285.6937	15.8668	0.0	13.735	32.923	19.2487	610.5627	16.9931	11.4787	0.577	48.6279	0.0851	40.4054	14.761	1.3962	2.3208	110.8614	0.0	0.8867	5.9957	4.8726	4.6232	677.7881	81.7466
PWY0-42	52.7897	21.3605	73.4642	473.7937	242.0262	80.1035	51.6669	32.2343	1157.553	46.8555	74.3188	88.8322	107.4113	249.8636	84.0664	72.6184	27.2967	146.1837	83.2454	136.5612	95.25	79.8556	65.4913	134.5654	251.422	19.3513	82.1176	151.712	30.4864	11.8984	325.0717	117.9745	127.774	68.9513	98.1495	60.3475	354.9224	67.0635	250.2875	88.2725	56.6929	35.5947	15.5784	192.1452	58.3216	58.6892	31.5356	36.0145	35.0159	136.9058	86.6242
PWY0-781	9284.9703	4112.9058	11083.5961	36901.8585	21709.8639	5091.7604	3293.575	449.9638	29509.1951	13964.0357	32116.3961	7025.4727	6778.5012	16809.4602	5512.1355	12383.2595	3991.3587	12801.6882	13026.3873	8390.7122	10625.2453	3697.9935	4557.4038	2561.5937	1075.0417	18536.4336	13663.211	13765.8559	3973.6921	5555.3788	1297.4002	3792.4283	6367.0874	16708.0562	2455.0813	3534.2995	8806.8336	8081.7843	7180.0559	2763.9709	2468.8021	832.2796	13480.1829	3138.1504	366.145	742.3772	884.8547	304.6624	390.5099	4540.802	6796.3371
PWY0-845	1864.8912	119.5451	3312.5907	6298.0425	6324.4316	416.0952	720.8977	184.4263	13973.3664	520.9745	2081.0161	1152.3145	1679.6954	4461.9426	1973.9912	1597.9784	57.7308	1001.7504	3089.4277	1551.4182	1261.441	454.5082	1341.428	670.955	623.3425	325.7212	702.3742	4554.8785	542.9997	122.9328	675.1281	399.1828	1203.5142	347.8126	228.6633	469.6029	1508.4002	503.5295	594.5386	480.0553	311.8699	122.4842	62.4379	410.8856	152.8335	171.3395	230.4735	122.7708	166.4804	3478.1986	3178.7728
PWY0-862	12083.6965	17903.0282	20767.1695	50097.7846	28044.0648	9786.3331	6811.4133	464.9259	39671.7819	17297.6078	45408.3047	10110.9114	10699.2993	28017.251	6947.7691	21490.3877	12824.0547	19384.1121	26631.7443	10571.2472	13768.8581	15081.4773	18462.9714	3095.7567	1308.9141	25128.28	24265.3692	21670.1314	12547.2454	15947.5543	1305.3296	4746.134	12033.1823	19338.151	11487.2358	6197.5203	11545.2958	11462.2536	20089.8619	14037.8847	25853.9329	18923.1902	21256.5769	2179.2363	469.1596	951.1732	955.8165	345.5767	552.4709	4745.0857	8179.1001
PWY1G-0	650.8321	309.3574	3544.1693	1825.7048	1203.8844	1453.1396	363.9828	24.2843	4397.0409	2096.07	1436.2834	1565.0245	1633.3097	808.6767	394.5467	1298.3728	231.7611	2487.721	702.7249	369.4935	1453.5595	465.7678	324.6862	910.0017	117.424	5222.06	2191.4854	512.099	163.7209	451.7397	97.6777	214.2674	1006.2961	157.4089	184.1378	500.9271	914.525	645.7392	586.4537	490.2948	25.1065	450.6773	5723.8421	233.827	32.0693	202.1527	83.8857	2.2859	24.4066	57.2756	771.0546
PWY490-3	669.9029	559.1626	937.1715	21288.1239	4643.0868	869.047	596.5833	84.3153	6045.4698	9040.1816	16261.0715	2322.1616	1711.5795	5140.7107	728.3623	1932.4185	1208.1372	6142.9987	2400.3847	3743.9115	2689.8684	532.3137	434.4183	363.4668	442.841	8409.0132	3558.0277	324.9652	872.3031	1098.9052	164.3434	1114.8992	1454.747	2763.665	366.1678	923.4805	3636.3164	1837.084	2428.3087	255.3849	184.8232	37.9059	5595.1949	964.4915	123.2274	152.4786	190.1407	69.1897	82.1374	535.4999	3032.158
PWY4FS-7	16323.3552	20944.6322	26963.9277	52627.4093	29909.6708	11552.2018	8153.9386	648.3989	47423.4732	18247.8018	45462.3446	11122.3339	12154.7174	27499.638	9483.1216	27191.5104	15959.7087	20081.0306	27183.8665	11929.7874	15420.5974	15207.4889	18609.3791	4467.4763	1491.4177	29365.6858	25406.262	27710.1489	12949.1828	15875.2839	2152.4507	10185.9673	14277.6806	29210.4529	11353.3188	7749.0305	11083.7138	13796.0113	18884.2915	15237.6144	24379.1674	18959.5104	25062.927	4174.3762	489.2465	1302.0542	1234.1319	389.5875	610.523	7770.3166	10303.3267
PWY4FS-8	16323.3552	20944.6322	26963.9277	52627.4093	29909.6708	11552.2018	8153.9386	648.3989	47423.4732	18247.8018	45462.3446	11122.3339	12154.7174	27499.638	9483.1216	27191.5104	15959.7087	20081.0306	27183.8665	11929.7874	15420.5974	15207.4889	18609.3791	4467.4763	1491.4177	29365.6858	25406.262	27710.1489	12949.1828	15875.2839	2152.4507	10185.9673	14277.6806	29210.4529	11353.3188	7749.0305	11083.7138	13796.0113	18884.2915	15237.6144	24379.1674	18959.5104	25062.927	4174.3762	489.2465	1302.0542	1234.1319	389.5875	610.523	7770.3166	10303.3267
PWY5F9-12	0.4655	0.0	0.0002	0.001	0.0	0.0	0.0	0.0	1.6481	0.4655	0.0002	0.0	0.0445	0.0044	0.4726	0.0084	0.0	0.0274	0.006	0.2635	0.0	0.0	0.0	0.0	7.4436	0.0	0.7672	0.0006	1.1918	0.0	0.0203	0.0002	0.0	0.0	2.7135	0.0449	0.0	1.2502	0.453	0.0307	0.0	0.0	0.0	5.5482	0.0	0.0	0.0	0.0003	0.0002	0.0	0.0
PWYG-321	5205.0412	6556.5885	20209.4521	51456.7806	27660.4648	1779.6116	3358.3845	457.2381	41771.9577	2663.5199	38983.9121	10458.4019	10954.3493	28323.0975	5588.1666	17797.1137	324.3422	4109.713	19500.0068	6103.966	6907.2028	5447.8199	5929.6949	2550.434	1461.1333	1923.7465	8009.8103	20978.0193	2131.2946	9481.5433	1460.0026	1024.7624	4376.1359	20117.2104	958.2146	2418.1933	9505.8798	6528.4866	1241.7128	3437.6379	7961.5234	769.2139	1018.1447	2308.8373	370.4186	649.761	1030.627	348.713	599.7509	5171.133	6840.1429
PYRIDNUCSAL-PWY	6543.8954	1480.0621	9560.5499	20077.1906	14443.471	3761.4082	1779.4016	304.894	14118.7805	5928.2956	17520.1337	4580.8692	4654.7968	7184.1394	2948.1775	6198.5361	706.7311	5445.196	5919.4738	4831.5126	4858.6226	1638.0729	1997.1755	1996.7079	987.0244	11066.6643	8582.5697	5991.6904	1242.8387	1911.0397	867.609	1273.7461	2702.5675	24928.2303	903.1449	1931.8969	5577.7993	4369.1115	1856.7204	1554.599	636.9214	968.9321	9978.6563	2322.4307	221.3576	561.3847	698.6189	177.5283	295.2584	5202.1295	6280.9422
PYRIDNUCSYN-PWY	5361.3052	514.0004	2302.12	4750.3575	9879.0334	1197.436	945.1211	254.3049	9678.36	2529.0443	8818.3653	1249.4115	1855.2416	3626.4824	3312.4204	3916.809	282.8051	1628.7412	2645.2652	3080.2072	2897.4688	704.2014	1340.3392	1068.1593	874.4818	1312.7388	4264.9595	3851.3512	1715.3362	431.2085	746.8222	534.6574	1746.5384	17235.9785	642.1665	853.5627	3691.7536	4287.7626	1023.0001	771.6618	497.9769	270.6383	833.9388	1738.3354	215.6955	320.1895	505.5221	174.6741	230.0321	2834.4479	4989.91
PYRIDOXSYN-PWY	1239.0988	52.5111	1742.6779	3156.5215	3849.8229	273.8229	409.0384	129.9408	10155.2109	317.7019	955.1819	566.5839	877.0625	2336.9514	1285.3602	771.092	31.5618	599.7118	1620.2313	988.9654	732.1249	217.6747	754.5838	429.9805	468.5075	221.9168	461.8787	2579.6711	337.1996	53.5366	458.4413	248.6983	701.0776	266.75	131.7462	280.0273	899.532	359.1495	366.6996	250.7659	138.557	65.0266	30.6443	229.2677	102.3649	107.5948	149.9711	90.8496	116.5362	3735.9976	2311.855
REDCITCYC	1745.0871	641.5903	3374.4155	11230.4353	6041.7306	1943.0401	743.1498	317.1351	11580.4678	4765.3736	3667.3966	2382.6663	1950.3446	2582.1166	1216.1087	1653.9364	547.919	4390.2093	1652.0727	1409.007	3643.4813	729.5077	891.7211	1071.7356	1408.9706	4251.5037	2098.8943	3698.1592	554.5337	734.8179	1827.1243	934.137	1989.8576	1230.0248	823.6208	1025.5591	2171.8427	1679.3874	1526.8261	732.2277	261.9287	428.3182	3749.334	2155.3896	290.2463	431.3262	230.817	234.9275	250.6868	1260.8978	1877.9219
RHAMCAT-PWY	812.3905	177.6077	1124.2162	2041.1365	1857.395	622.6527	246.3671	89.7574	1540.7097	1265.8199	1640.5622	540.5059	728.9657	637.9057	319.2232	724.2171	222.4552	1117.4539	739.1019	657.4755	757.3312	126.9187	301.5689	259.279	175.2488	3870.1979	826.1532	596.4843	160.3005	299.9742	389.6559	473.0978	322.54	7117.1649	202.4171	538.2936	759.8227	718.7859	402.8951	204.5394	144.308	65.856	1347.2737	348.1924	56.3375	106.2919	91.5409	64.5068	54.2455	340.9899	810.944
RIBOSYN2-PWY	8797.6902	3904.5735	13839.5232	40434.6689	24933.3554	5414.945	3235.9578	362.3064	32050.232	14992.7732	33514.7741	7570.0233	8129.787	17308.0269	5601.9005	11660.0521	3023.9433	12185.5597	12016.9703	8495.1456	8973.8187	3710.1647	4576.3258	2902.3421	1104.86	18179.7382	12553.932	11875.7244	3443.9593	5073.0049	1475.2927	3223.8033	5799.3923	23872.0533	2226.3905	3187.8604	9372.8397	7973.2077	5247.719	3140.6942	4618.1061	2503.966	14702.0795	3640.3406	326.3369	680.9764	906.1037	225.0586	371.3343	6891.7761	8800.8411
RUMP-PWY	523.9476	52.5627	127.7821	596.317	2836.8868	201.4663	247.9676	67.8209	2517.6888	1235.461	789.0949	266.8226	428.3999	184.0151	354.7953	75.627	80.7931	1063.6149	186.181	370.325	459.1248	182.0568	90.7829	95.9559	222.1223	194.8985	86.7811	266.2321	27.2871	92.7996	1032.9698	294.8299	313.5233	3280.8459	450.6543	246.0146	110.7768	333.0424	143.4212	126.8843	104.7495	46.2023	1012.4862	1011.878	12.7906	195.7932	19.6578	36.6943	61.1805	371.0859	218.8738
SALVADEHYPOX-PWY	1752.0519	293.1644	218.8341	3022.438	6124.8857	290.7892	458.1593	420.4906	5484.9381	1523.6496	688.9697	933.8435	850.6895	1232.7794	953.8389	342.1978	243.0972	747.4346	1253.3343	2147.8468	1940.317	533.5252	416.2212	772.0984	1328.6742	969.998	461.2748	1016.8763	451.7614	479.78	1254.6676	950.7429	865.9917	8599.1264	640.6587	587.3085	971.9522	1100.1149	873.1144	537.2129	269.4864	239.9501	425.52	1393.7269	331.3043	406.311	171.2785	255.8585	237.8889	1338.225	1421.4216
SER-GLYSYN-PWY	10415.6197	2755.999	10103.9058	26907.4299	19206.7037	3894.1849	3141.6837	505.7052	27793.0096	7772.1295	23207.8422	6039.8971	6249.5893	14354.6571	5755.4377	9675.9926	1663.9718	8933.9138	10289.4753	6949.8975	7896.3458	2405.7094	3770.5287	2252.864	1333.4046	9802.8878	7566.3907	11310.692	3439.67	4124.1934	1376.5634	2763.9635	6087.3057	25543.574	2489.8565	3055.7562	7045.5018	6999.0521	2838.8925	2508.9059	3747.3878	687.9656	5477.3779	3173.1789	384.8095	789.7258	868.0587	342.1403	469.1954	6909.5401	7977.2735
SO4ASSIM-PWY	542.9729	989.8149	5541.4949	18963.1799	8607.6837	681.3618	551.3963	159.3893	15701.6042	2117.2056	11423.2424	3890.7307	3767.8585	9556.4381	1343.7146	4479.1047	103.302	842.8077	4480.0408	1657.0792	2270.9416	947.918	754.8601	535.5244	846.7316	459.6655	687.3635	6292.9506	231.5715	2067.9766	717.6622	440.286	1488.9878	1255.9178	310.6286	515.8767	1202.8824	557.7276	494.0735	607.2154	952.036	143.4809	140.7254	1094.2295	161.6609	298.4805	179.498	125.9368	187.9978	1596.3453	617.9672
