Pathways	IS013	IS014	IS015	IS016	IS017	IS018	IS019	IS020	IS021	IS023	IS024	IS025	IS026	IS028	IS029	IS030	IS033	IS035	IS036	IS039	IS043	IS044	IS045	IS047	IS180	IS181	IS182	IS183	IS185	IS186	IS187	IS188	IS189	IS190	IS191	IS192	IS193	IS195	IS196	IS197	IS199	IS200	IS201	IS203	IS204	IS205	IS206	IS207	IS208	IS209	IS210
GLUCARDEG-PWY	68.1454	6.5447	7.5697	313.43	120.2124	9.414	5.6406	12.3168	505.2702	33.275	55.7453	4.1749	42.1293	153.8563	20.297	15.6197	2.3343	91.0472	52.356	44.9495	42.2063	21.7186	16.5945	37.2328	38.5965	16.6426	13.5679	67.6357	20.1138	5.5509	18.7664	84.692	100.3774	168.2962	25.0224	23.9416	7.7989	39.314	2.0082	47.2049	14.2194	1.4703	2.8266	100.1599	1.0635	14.9942	5.6126	18.9115	23.4963	33.3344	34.8565
GLUCARGALACTSUPER-PWY	57.4654	5.9806	7.0916	248.5733	107.0751	8.9261	5.4835	11.8836	472.9228	27.3439	34.2776	3.8355	37.9176	136.9291	19.9464	12.512	2.2535	44.7328	44.1726	40.2078	40.7281	14.0879	14.3314	34.6149	37.5005	13.9913	10.8455	60.3555	19.7386	5.1464	18.0652	64.1091	78.6118	17.8183	24.0348	19.9684	7.2978	28.1758	1.9741	44.9508	13.1461	1.4582	2.6039	81.2399	1.0592	14.2745	5.2275	17.4547	20.2026	28.5654	29.1581
GLUCONEO-PWY	10118.1561	5445.6049	14361.3995	41207.0454	27468.4189	6404.8974	4023.4797	438.6943	33625.8841	18662.4812	35189.6625	7649.5773	8058.0607	17908.4603	6090.2268	13481.6985	4530.9178	15941.9832	14004.5759	9784.8351	11283.6222	4995.8108	6038.9082	2487.0334	1291.9352	23189.6745	13990.6747	15314.7622	4046.0593	6343.4315	1829.4984	7074.2813	7030.1896	29581.5554	2856.8376	4248.5514	9832.0387	8874.4524	8776.9131	3786.8662	6685.4831	1430.1866	17695.1521	4127.4308	422.4998	784.6688	1002.111	285.753	425.0824	7091.3573	8878.6222
GLUCOSE1PMETAB-PWY	644.5689	1581.5002	6533.6179	18650.3132	7056.5495	919.5268	1084.5764	129.6067	10956.0186	3848.9795	16302.6237	4020.2453	3724.3333	9701.3876	1671.1726	5831.0402	101.4927	800.507	6178.2131	2059.7416	2966.9937	1310.8584	1575.7776	462.6399	614.806	1348.5695	3744.4632	7707.1304	179.5267	2802.8698	900.4661	320.0348	1244.7889	4998.1702	467.6595	779.7347	3362.2281	759.2232	792.161	776.5617	2902.0459	142.4914	395.5669	1254.7655	170.4181	242.0349	631.5952	80.0201	158.6553	5493.6294	1537.9382
GLUCUROCAT-PWY	1077.6012	237.7133	519.2423	2581.0153	4796.6312	272.0855	436.1587	149.4974	1729.3936	939.617	1643.091	740.1793	722.5807	580.0097	524.5918	894.8388	245.2625	802.4221	1225.523	1282.4014	1179.8426	235.2409	309.3682	295.9878	445.3504	3972.6609	867.7349	894.822	140.0821	283.1488	635.5872	577.0637	391.3061	7584.8311	323.6152	686.3903	1735.6666	891.5404	517.288	194.0964	285.1046	67.7875	289.2457	415.975	110.902	100.2422	195.9933	94.6463	83.7181	2013.4172	903.5811
GLUTORN-PWY	3225.2326	500.8548	2495.7726	21073.697	13205.2819	1855.1842	543.7973	270.2799	12761.7204	8619.0612	11015.3761	2405.1548	1981.992	3509.8633	1034.8953	1780.5527	797.9249	4706.6271	1905.0963	3966.4186	4942.3516	592.8588	651.0138	773.6854	1037.0281	6883.3385	2829.8327	3090.3871	1171.9586	755.9973	1082.5933	1402.0555	1645.3413	6908.0555	956.3907	933.5352	2477.3588	1747.0042	1685.1321	435.3477	301.0838	266.6579	5877.435	2186.7811	211.3269	392.9051	279.2411	185.645	179.4511	1475.794	2793.7429
GLYCOCAT-PWY	10172.9108	2860.0047	10486.4481	26397.0888	25350.1121	4258.227	2633.1707	559.9145	30854.3199	11822.0551	22196.4468	5701.7496	5554.3854	14270.0774	4105.3064	8156.4876	10252.8592	8108.5843	8867.1832	7371.7256	7688.7259	3794.2425	3969.3738	1741.6225	1321.924	11955.2764	8185.9792	12388.8786	1383.864	4674.7534	1144.0598	4451.2888	5835.4915	27557.2118	2904.761	3933.9421	7585.4507	5978.5971	2493.0792	2425.7429	5155.1886	619.4743	5803.182	3985.6709	380.4442	678.1451	817.9714	366.2173	446.0918	4873.0137	5874.5967
GLYCOGENSYNTH-PWY	15891.8091	22413.327	20599.1519	29286.8641	25634.894	11091.024	8383.9535	617.4716	40047.2888	11911.9479	35270.1085	7103.4662	7342.2746	20538.1669	9552.1453	24726.9089	14508.0628	15956.5955	26434.7775	10813.6142	13977.6212	16648.2171	20803.7956	3505.5552	1274.8099	20258.1658	26529.6646	24746.5432	14581.8379	15884.2018	1246.9913	5287.129	14888.7279	27158.0214	13181.1303	7504.2493	10940.401	13397.6727	21455.8497	16785.731	27727.3751	21939.0278	18543.918	3655.5663	472.8065	1171.0978	1255.3243	410.8	573.8494	7958.5057	8831.0269
GLYCOL-GLYOXDEG-PWY	78.6042	73.4767	115.0235	1323.203	495.1721	71.2832	108.3626	86.2974	2276.3204	400.4819	188.9313	119.1724	247.904	700.0083	189.3162	91.1137	33.1094	311.4331	185.2437	136.6406	203.3108	152.8042	92.2005	166.8496	264.4119	28.4417	296.6651	257.1002	106.8197	49.2615	224.4255	226.7771	255.5323	90.0714	122.0154	135.4742	81.9928	154.2592	313.1335	177.8732	23.4767	56.147	38.8129	446.1849	55.1523	98.8914	48.2984	47.4524	39.4062	237.0409	86.5763
GLYCOLYSIS	15519.4047	17298.5383	24415.6139	47499.9322	30485.6007	9542.5608	7024.8169	616.0081	45416.4956	19875.6038	44649.8782	10312.6494	11085.7893	24704.4618	9047.3817	24234.3966	7422.72	19842.2466	23140.6978	11776.8493	14858.2817	9682.6446	12698.5019	4193.9542	1561.3919	29720.2997	21783.2312	25146.3891	9359.9538	12410.9855	2188.1743	8343.767	11637.2951	37638.2618	5085.1013	6941.74	12677.3262	13132.7528	12936.0684	10718.0981	14438.786	7255.462	24488.7363	4490.7566	524.6367	1203.6881	1325.0279	386.025	571.3701	8972.0099	11388.0051
GLYCOLYSIS-E-D	6398.0401	2963.9417	8111.0119	22238.2277	16335.7846	3877.9977	3307.6805	393.7738	25109.5853	6444.0423	12949.1363	4601.7011	4433.9663	8154.306	3782.0161	7506.5484	3444.241	7939.7295	7839.6362	6743.4775	7561.2343	2444.6856	3149.7094	2270.6982	1114.9906	14878.245	7254.0138	7302.7937	3425.1684	3859.6351	1350.7774	4785.8965	4513.271	14822.4765	2211.3119	3672.1927	6565.2201	7109.9479	6414.8319	1440.9522	1751.9683	710.1117	8930.1469	2313.0245	397.5747	710.777	706.4564	274.0653	325.085	4171.5633	5021.1121
GLYCOLYSIS-TCA-GLYOX-BYPASS	369.8356	282.9478	504.9536	7359.5604	2198.4228	492.0966	413.6495	228.2996	8961.7695	3805.4293	932.6971	679.9103	1006.9686	2645.1897	752.6177	385.363	213.0321	1474.4629	832.221	1086.6721	983.3565	669.209	373.2692	734.9472	1021.7705	127.4145	1311.9488	1036.9592	388.2887	211.1833	1161.6347	885.4329	1104.4753	517.747	763.4172	513.5387	1942.5645	721.306	1296.4566	587.6665	285.3972	242.9641	173.9281	2053.6453	244.3357	415.8423	215.0803	162.2705	196.3929	920.6163	954.8581
GLYOXYLATE-BYPASS	88.0089	72.4655	118.0627	2118.3302	559.2224	119.5285	111.2191	124.7869	2852.7362	1233.7101	221.7268	168.2208	268.7988	837.337	214.053	91.4736	53.1109	373.1798	215.6459	309.3372	244.7086	209.2352	96.1925	219.0348	606.1947	28.5538	347.9244	261.2931	108.0874	50.9141	535.4628	279.9438	309.9483	133.091	260.2589	138.0512	608.3854	184.1162	392.7515	194.939	91.2266	71.5848	39.121	955.875	124.5548	160.0735	70.0698	94.683	89.6101	287.747	253.3275
GOLPDLCAT-PWY	618.307	9.3341	32.2595	167.3538	521.4213	35.7988	21.7151	1.3756	227.6019	462.4721	27.0326	39.7528	49.5004	75.5026	186.1745	0.0	63.9023	217.8716	40.1981	180.8236	240.7467	108.8491	22.9633	46.958	66.0826	39.6989	81.533	34.8741	108.5006	0.3105	35.1127	176.3915	73.3614	1414.6994	112.2707	64.9184	40.0821	407.1385	17.7231	99.404	31.161	15.2281	213.5401	61.3716	13.7664	12.8494	10.445	6.1452	38.0286	90.8958	114.9643
HCAMHPDEG-PWY	0.3184	1.5804	2.194	44.8297	0.3602	1.9421	0.1994	2.2403	50.4121	0.3021	8.5433	0.3513	10.4368	42.4951	7.0587	4.9238	0.6671	9.0432	9.47	1.2073	1.8245	1.1966	0.0451	5.2495	57.1139	1.5528	3.5117	10.2929	16.7761	3.7901	101.8319	28.2224	0.0146	2.5812	8.5646	6.0447	0.0	3.5038	0.7608	3.8438	4.3314	0.6309	0.2988	40.2308	1.5803	8.4373	2.5131	0.0484	14.024	15.0101	24.4368
HEME-BIOSYNTHESIS-II	3155.9045	1347.4564	6781.7973	33097.0495	10139.3871	3452.4439	1287.4203	112.2765	14519.4816	11483.9238	26002.4431	5012.357	4685.9026	8531.3239	1922.9976	4738.599	1540.709	8467.7277	5343.6494	5380.6633	6604.079	1319.2261	992.4422	1527.5576	555.4866	13631.4831	7128.7072	2299.5683	1215.2499	2035.914	1070.0481	1615.4798	2420.4838	5599.5205	1040.2114	1819.8315	5138.6104	3537.2185	2983.8295	974.4236	305.0597	678.7461	11474.2947	2079.4234	163.0006	441.4695	425.2244	85.801	148.5833	2222.7796	4904.5301
HEMESYN2-PWY	4613.7112	2877.2507	12500.9455	47121.6519	17262.797	4481.5046	2124.5168	274.9132	28695.1545	14322.9381	32599.3602	8007.5587	7840.0479	16751.274	3026.5584	9424.6205	2380.9247	12073.5573	10158.8203	7600.4368	9691.8784	2800.85	2301.8354	2354.0303	928.2419	17633.6438	8852.9078	9725.9595	1970.6762	4865.8907	1456.7322	3205.812	5274.6057	6545.3915	1950.6513	2689.4653	6326.7897	4672.0166	4791.8538	2109.3089	1816.3194	1183.8012	14814.3355	2532.879	336.6774	657.268	515.314	217.6677	278.204	3299.7903	5742.4036
HEXITOLDEGSUPER-PWY	5574.3843	13004.6547	11003.4392	12629.2456	10738.4646	5063.4212	3919.1964	309.898	21863.1686	6718.9102	15425.1134	3090.8753	4487.2688	9823.6722	3639.6245	13185.3571	4718.3884	9868.9649	10341.3793	4064.5328	6741.1044	3160.3994	4880.1032	1798.7299	531.682	18105.1122	10212.423	15331.4574	4452.7835	5496.5962	1543.5336	5002.9062	6257.4725	7286.6694	2776.5321	4249.2738	5320.6891	5693.1372	9098.332	6491.5359	2161.4828	3679.0079	13096.8822	2251.8023	299.9637	741.1302	604.1672	166.6745	220.9517	3577.62	2486.6136
HISDEG-PWY	3794.0097	275.589	1411.3127	3076.9874	7391.3427	1024.2569	767.5574	159.5608	10604.8185	2420.4618	4658.6674	1166.1004	1282.3647	2336.5449	2879.0203	1732.9564	112.2784	1770.9851	1565.0794	2156.3301	3023.3221	320.2889	759.5917	637.7316	565.4321	910.9896	1935.2697	1694.7024	1045.104	306.4718	1200.5741	366.3806	1422.4326	9742.338	421.0823	600.7321	2417.3403	3873.9569	525.7319	469.673	210.1207	89.4653	862.4255	1142.0051	141.7078	215.8302	324.2576	107.0356	203.0898	3667.8889	4417.0773
HISTSYN-PWY	4115.6547	982.8153	3371.8593	28439.8465	14803.8336	2491.8953	915.5811	280.7509	14983.218	13220.7766	18827.4715	3886.1476	2822.9065	6349.9097	1444.3535	2638.6876	1413.1377	8095.2369	3311.0341	5186.904	6123.8271	851.731	1015.1437	1057.2388	1115.8893	10759.2095	4268.7239	3502.3893	1543.8689	1384.5749	1629.6297	2001.1823	2189.1834	9623.2364	1052.1397	1463.7468	4770.8121	3080.117	2761.5175	469.8535	800.2587	313.5222	7980.3623	2590.5171	232.7732	452.7965	377.0943	212.4631	237.1129	1933.4201	4561.3373
HOMOSER-METSYN-PWY	11354.8876	23540.3719	21528.4196	35444.7596	20469.3178	10115.3038	7968.9487	482.0184	30100.3908	13047.991	34980.9097	7638.7534	7731.242	20562.7223	7252.5352	25182.8026	12742.3384	17908.1594	25013.4645	9007.9869	11773.9232	15730.5787	19671.6962	3213.0384	863.5147	23834.3371	24355.2783	24528.529	13468.261	15760.8344	918.305	4776.1546	13408.4563	15600.851	11958.6535	7151.8045	9404.6944	10107.2179	20168.5726	16558.7053	26413.536	21033.1622	21779.3565	2970.2129	394.1264	1034.2342	861.1694	302.8926	386.6769	3839.7818	6237.7908
HSERMETANA-PWY	7097.8707	4013.4588	15531.5575	34047.0027	22246.3557	4334.5615	3789.5477	515.6795	29197.3908	10207.4285	34826.6117	7748.5416	7937.6321	19159.8609	5598.4164	13329.7785	2603.4253	10768.7691	13569.537	7452.5112	9108.3991	3463.0587	4529.4068	2453.2413	1317.2889	14668.1223	13474.1862	13134.9263	3680.9183	5732.4391	1047.4172	2143.406	5608.2164	16143.9053	1790.8056	3880.6534	8566.5655	7067.3084	5200.6539	2557.347	5083.0253	1547.5544	11908.7558	3186.242	397.1429	749.6288	903.9152	317.2822	407.6251	4207.1693	5632.7399
ILEUDEG-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3619	0.0	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0
ILEUSYN-PWY	13817.9811	17740.7649	23232.5857	52980.3458	28736.2613	11062.8789	7298.656	747.1764	39514.8018	19240.4027	44176.1475	10419.0943	10526.0445	25586.0351	8249.9198	23178.6934	12770.8345	21625.2561	26323.8566	12160.7916	15343.5824	15402.7838	18493.3022	4279.7984	1842.6517	29031.1974	25712.7905	22111.7208	12837.7493	15849.5983	1862.8703	5283.8206	13984.5002	20960.2598	11963.2143	6813.5761	12651.824	11497.9889	20311.7567	14486.8337	25373.0746	19337.3738	25690.4756	4067.8647	593.2086	1375.7187	1141.0756	487.0073	591.6199	5118.37	9614.7496
KDO-NAGLIPASYN-PWY	146.5047	1306.62	5783.5795	21036.2787	8480.9711	28.3378	992.1111	69.5658	9207.8248	55.6068	18544.0436	4347.1011	4366.7554	11481.4045	1793.2897	5205.7475	51.4935	1406.4024	5975.4051	1645.5673	1014.86	1005.3275	1474.5187	615.5854	423.4172	55.3107	404.5008	6666.2812	261.2389	2230.3444	234.4914	457.7292	932.5819	764.4379	57.1849	668.6697	3152.2284	102.0784	1141.8259	593.9531	1697.7005	94.2029	54.6785	427.0251	141.7293	99.7901	195.4544	60.657	134.2157	3092.962	5.4209
KETOGLUCONMET-PWY	10.2385	20.3495	36.5546	205.139	24.175	7.0973	35.9692	38.8526	55.1293	11.8319	66.8967	76.1055	21.9583	42.5164	32.5098	16.5838	28.7698	140.1163	35.3871	130.2808	81.1302	54.7633	10.9655	78.5255	216.4759	58.3527	50.6643	123.5088	14.3794	25.5189	68.6391	147.3135	71.6706	94.4963	37.7453	48.3097	488.0621	51.2281	340.0927	41.5751	40.2959	13.1653	7.0957	197.6552	61.7629	53.5816	20.7822	26.3974	13.9133	87.2469	1.2166
LACTOSECAT-PWY	7938.7561	16339.3216	14338.4695	11674.0548	8200.8744	9333.7726	5920.904	285.3117	16607.1574	5651.8958	16528.9515	3385.486	3895.4456	10767.2581	4990.029	16531.4369	13051.3274	11837.0265	20692.9816	5807.8486	8587.3094	15171.1731	18372.7318	2285.2958	179.4995	20782.862	20829.5191	14030.2776	11433.0019	13898.2804	1369.2005	3392.5742	11485.8596	9354.8033	12195.1825	5590.2552	5971.6433	8060.8029	18923.4797	14353.0337	26418.8069	20838.4545	15536.4359	1691.7157	254.8016	745.452	531.6175	221.1796	248.7359	2028.0624	2677.209
LEU-DEG2-PWY	135.7201	53.1903	90.5916	524.6272	339.8367	84.7913	63.406	137.3849	2375.8878	125.0956	91.7913	60.3891	185.528	382.6215	198.0492	56.8355	32.93	200.262	120.4421	263.7191	192.8182	73.7073	85.2003	167.8563	485.0804	45.8226	63.2838	223.0883	74.3726	27.5425	514.7277	156.6338	188.6562	37.5967	174.4557	103.6792	20.7777	107.0889	59.1047	168.7942	43.4824	61.6292	50.6764	314.3787	101.1661	135.0723	69.3007	72.184	78.8529	303.5407	198.8815
LIPASYN-PWY	0.0	0.0	5.0123	0.0061	0.0	0.0	0.0	12.4041	1.6207	0.0	0.0012	0.0	0.0007	0.0053	10.4653	1.6211	4.1318	0.9344	0.001	16.8211	0.0	0.0	0.0	0.0001	0.0	0.0	3.0114	1.3384	2.0948	0.1412	0.1693	12.5628	0.0	0.0	0.0	0.0	0.0	3.6659	3.2461	1.3869	2.301	0.0	0.0	21.1943	0.0	0.0	0.0006	4.162	7.3691	40.4016	0.0
LPSSYN-PWY	10.0341	0.0	0.5704	293.3861	1455.7662	3.5664	0.018	0.0	957.491	14.477	3.171	3.4277	6.1865	3.2021	6.711	11.0091	0.0	20.8791	23.6705	0.0053	96.5568	0.0138	0.1312	12.9711	26.7913	0.0	2.5963	82.2412	0.0	0.0	16.4459	15.4968	0.029	0.0	1.4582	0.0	8.8225	39.036	0.0013	0.0036	0.0063	0.018	0.0002	0.0001	0.0	4.1778	0.0099	0.0	2.872	101.5298	3.813
MET-SAM-PWY	13783.3303	21527.9216	22431.5533	41279.6402	25260.8097	10946.871	7950.9471	558.695	36593.9844	16303.9939	41049.6086	8634.3781	8679.1288	22357.3301	8360.8709	24997.2013	13018.955	19920.4676	26070.1643	10823.9287	13908.9034	15723.9945	19383.0342	3667.1295	1112.7461	26601.5884	26507.2084	24285.4063	13393.2649	15745.6426	1251.8819	6220.8383	13933.7776	20107.1768	11979.9418	7331.9172	11493.8593	11961.2726	20351.2644	15782.5638	25907.3923	20262.1924	23646.6941	3709.4313	459.9728	1143.8001	1098.1129	365.0705	480.6498	5453.0342	8214.2311
METH-ACETATE-PWY	619.6349	27.3468	33.2692	91.2299	193.478	43.6558	71.2134	91.195	365.9376	15.485	15.985	77.6653	160.2334	56.5561	184.008	28.787	4.7134	163.4899	164.7789	149.5724	135.5804	249.2381	139.8968	205.4253	165.3634	19.2249	94.5469	184.7475	196.69	11.943	101.9817	156.659	270.9084	4193.3506	229.6221	279.6232	30.725	304.4962	36.9911	91.2778	112.6033	36.3264	21.0056	110.3454	91.3761	97.3526	28.2828	68.5392	59.4197	161.9914	106.547
METHANOGENESIS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6726	32.6355	0.0	0.0	0.0	3.7626	6.1049	5.0964	0.0	0.9701	1.1485	1.1621	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.653	0.0001	0.5242	0.0	0.2147	0.0	0.0	0.0	0.0006	5.239	0.0	0.3661	0.0	0.1158	2.602	0.0	0.0	1.0737	0.0	18.0304	0.6635	1.5509	0.18	1.5794	0.0
METHGLYUT-PWY	36.1699	99.8863	657.1176	1959.4752	930.9053	101.7443	200.9077	30.9929	1301.1952	12.8573	471.6388	187.9763	431.6784	938.4374	320.7151	556.2085	30.6125	316.3346	193.9951	141.5486	279.1738	165.7064	332.5098	225.4577	238.9211	65.2729	140.1175	1209.2661	32.5701	18.7163	366.593	187.2624	284.1686	95.7036	150.6373	118.1763	100.9611	79.8978	382.7746	104.7847	30.7992	64.2478	22.5416	359.4298	56.3643	43.0398	36.8689	20.1841	46.3858	260.0999	71.8831
METHYLGALLATE-DEGRADATION-PWY	47.6231	16.3546	12.4838	222.87	20.5688	19.6416	19.504	67.3936	279.7777	42.3219	35.8	8.3629	21.6599	150.175	71.9162	16.8448	1.8811	43.765	42.7386	25.2012	39.2289	13.4315	34.326	75.9147	286.8586	6.5574	10.1321	36.213	43.1073	11.2218	88.3675	66.7013	34.0265	8.5555	82.7676	32.0057	0.6978	4.6218	12.7187	67.4354	11.2278	41.7258	13.4416	70.8037	51.1937	73.6481	9.0216	35.8602	34.662	69.0708	52.0999
NAD-BIOSYNTHESIS-II	517.6473	1189.0782	6199.9275	13554.4964	12760.2322	1411.5965	1080.7131	148.7648	11708.0165	4322.2545	11530.149	4034.2359	3896.0001	9107.7754	1456.4191	5105.1488	129.3496	1723.5064	4816.2212	2784.5595	1096.6016	1061.9748	1431.6539	688.355	599.71	4246.0995	400.6746	6338.1025	184.772	2083.5296	268.5118	237.5915	2202.3178	118.4435	260.3242	942.7513	3053.2113	198.7776	422.0499	709.2607	2320.3374	151.7608	38.716	2179.6262	125.4763	222.7678	100.6271	93.718	150.0624	1633.3281	221.9585
NADSYN-PWY	38.1003	9.5951	23.5235	197.3362	1.9065	10.8572	12.0505	49.6926	138.2947	105.1047	47.3218	29.6001	44.8807	166.5732	32.0657	16.4152	20.1892	50.3629	39.2907	74.3461	29.2805	37.8145	21.4849	68.6224	32.9322	17.1405	33.2975	61.1137	24.2484	3.6866	167.5285	59.0312	71.9603	0.2347	34.871	42.431	0.0	27.316	9.9574	31.7237	18.0842	8.7959	17.4973	172.8303	21.5351	13.9328	16.8375	9.2513	32.476	66.4969	97.2278
NAGLIPASYN-PWY	4860.7401	1462.2291	6137.2191	31244.6724	21284.3606	1711.7057	1632.3262	195.3261	23741.2875	9144.3649	26309.4773	5006.0144	5014.9362	13421.9983	3864.2494	6601.0963	891.492	5677.8153	7259.5771	5616.8196	5677.6646	1108.5312	1768.291	1066.24	537.3729	7864.6943	5941.2954	7357.2199	1524.6892	2382.143	425.0876	1020.0151	2768.3303	17746.6946	355.0805	1364.7444	6891.0373	5100.6241	1965.878	768.9108	1759.1226	113.8934	4217.7642	2445.8588	176.8918	186.3268	615.9944	123.8198	239.5181	5778.7567	6801.9062
NONMEVIPP-PWY	7974.3555	2339.2353	11171.3582	36105.0732	23580.6854	3869.5712	2422.9379	336.0417	24335.0387	12118.7642	28943.1335	7194.8026	7481.9248	14899.6919	5132.4525	9274.8121	1857.8501	9226.6624	9392.2182	7639.2824	8437.7604	2205.6068	2713.3936	2366.6595	1252.1893	14776.9783	9711.5644	9669.1114	2335.9038	3708.9983	977.845	2219.189	3808.0878	26661.6462	1121.9791	2507.2369	8273.1562	7290.5221	3414.2429	1656.7674	2381.6154	800.7462	10556.2015	2905.6726	277.9377	599.7086	848.7935	218.8255	377.2571	6573.2709	9007.0177
NONOXIPENT-PWY	18376.9089	20307.7287	24462.6583	56554.8342	38508.1366	11974.2783	8639.2152	781.7354	53448.7911	23374.5402	50831.6072	11098.0679	11542.124	26790.7963	10217.3527	26680.1037	16195.0874	23677.7846	27211.8276	14779.7975	17538.5729	15295.4433	18681.8977	4718.3691	2101.811	33819.2986	27700.5235	25668.8693	13374.4442	15460.3016	2119.4214	8876.7462	15305.5218	42700.9044	11721.2044	8319.2595	15860.5497	15784.7285	20838.9512	15051.8422	24422.6722	18840.7835	27126.5665	5682.7736	678.8953	1435.9209	1658.5164	510.4328	701.6117	11697.5216	13231.4805
NPGLUCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0089	0.0	0.0	0.0791	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.333	0.0	0.0	0.0	0.0	12.6809	0.0026	0.0	0.0	0.0	0.0
OANTIGEN-PWY	12092.8648	4910.8219	15050.3958	30980.2337	22529.7554	7913.1558	4455.2516	460.0014	32910.1845	14601.3345	25982.1227	6436.125	6798.8461	13627.5104	6394.2579	14209.8464	9698.9349	14595.1148	12552.1086	8447.5559	10446.5099	4476.0525	5787.0877	3102.7234	1215.546	21139.3875	15513.7698	11809.3992	6470.0888	5845.3041	1417.1329	7640.4197	9445.2125	25639.4158	3742.1572	4860.162	8572.3636	9627.5641	8533.9894	4954.2556	3549.4223	3786.8532	18133.6323	3292.2336	375.6961	947.0912	928.4754	301.7769	427.8447	5440.014	8103.1695
ORNARGDEG-PWY	0.0	19.6189	31.2857	18.5126	0.1038	19.553	48.4675	22.7146	123.1948	0.612	2.1469	115.3239	90.2846	35.9778	36.493	4.3102	16.9303	180.1016	92.1512	110.8178	84.118	66.6799	55.1749	55.2263	242.7366	18.4013	143.2339	125.1293	50.9027	14.1121	234.5204	164.7891	198.1117	159.5019	28.5907	51.8464	690.1539	39.4196	446.8665	57.2729	68.7717	34.9169	14.674	114.8371	79.9549	39.9168	33.4299	20.9956	22.3168	170.3712	46.8252
ORNDEG-PWY	0.0	22.6836	23.2436	0.0	0.0	25.6302	37.757	55.9659	167.3379	0.0	0.0	112.9799	65.888	66.6919	90.0748	10.1572	20.8569	320.5455	72.4995	192.8396	74.594	121.9544	58.9848	70.575	334.4023	20.7731	118.32	95.9529	77.4806	36.7298	660.8018	326.5459	160.8662	296.0742	105.3547	86.444	1290.6605	28.1598	882.3255	119.5852	135.6182	43.6036	23.937	237.4715	119.4599	56.83	57.1331	35.1866	36.3747	141.7479	49.9125
P101-PWY	11.9686	23.3945	2.543	81.1165	0.6994	7.4847	29.742	8.4115	47.8317	9.9946	15.8775	9.53	48.8596	84.0037	53.3388	27.2886	8.9892	24.262	36.302	57.0484	1.5599	33.7115	11.0698	49.4939	103.9947	4.9272	11.6756	20.5022	6.6254	10.4537	55.8682	34.5063	33.2977	23.3909	42.7867	32.5276	0.0	30.6735	40.5801	61.5656	1.7928	11.6576	0.002	156.7439	24.119	11.9215	15.231	5.1763	9.941	65.684	8.2819
P105-PWY	532.053	342.9415	623.3173	9067.0144	4279.0979	1193.6929	492.5891	281.338	16290.4397	5343.6469	3518.0361	2403.8198	1222.0818	2882.5878	1295.9306	559.2011	267.8771	1776.2535	1043.9394	1249.3909	4020.0926	616.1973	431.9564	766.4851	1219.4384	207.9767	1487.3437	1341.7904	454.5408	228.3108	1011.984	937.0903	1784.4705	905.5667	727.9537	605.1323	2056.9536	713.0718	1267.1309	592.2015	300.7694	274.4344	278.4002	2126.6802	266.4199	433.1637	204.1996	191.493	252.5985	969.8549	1157.4627
P108-PWY	3464.2336	921.3669	2624.8594	29171.581	15299.7642	1713.6456	1139.484	271.3349	21859.5159	9911.9529	22789.5062	4184.7447	3442.2288	9670.2798	3037.9816	3783.4501	778.1871	6456.5581	5019.3917	5089.2468	6988.8921	830.0253	855.9945	901.5711	520.4961	10064.3102	4872.1491	2372.7681	1213.1004	1528.2291	597.8906	1186.4915	2258.8095	4517.0777	671.4039	1271.8094	4992.3638	3991.5426	2277.3024	298.7089	299.8289	70.3975	7366.8411	1714.5906	193.0466	242.5569	419.1931	174.3514	159.757	5117.5902	6682.2676
P122-PWY	5128.3993	690.2197	3721.0078	11845.3709	2185.7303	1666.8897	759.0677	193.1084	5198.095	8304.5908	5407.8083	1760.3081	2064.9854	2239.4327	696.5725	2722.0137	8781.674	6829.2608	1655.1263	1078.5439	1704.2786	1020.4327	805.4857	523.0163	547.3797	11005.7563	1671.7233	2039.5329	387.5825	918.1231	1015.5646	8525.1602	1397.5675	16174.738	709.7208	1722.1045	2093.5011	2876.6476	1644.3586	619.8536	573.5721	152.7309	6726.9488	714.719	167.8702	229.3073	150.4316	58.9995	105.8591	571.3898	1965.7521
